,en,de,original_de
0,A person laying on a bench in front of a water feature., Eine Person liegt auf einer Bank vor einem  Wasser . ,Eine Person liegt auf einer Bank vor einem Wasserspiel.
0,"A smiling young man walking on next to the beach wearing a baseball cap, blue t-shirt and jeans.", Ein lächelnder junger Mann geht neben einem blauen Hut und mit blauen Baseballkappe und Jeans an einem blauen Jeans . ,"Ein lächelnder junger Mann geht in der Nähe des Strandes vorbei und trägt dabei eine Baseballkappe, ein blaues T-Shirt und Jeans."
0,A group of people waving to a person on a balcony., Eine Gruppe von Menschen winkt einem Balkon zu einem Balkon . ,Eine Gruppe von Menschen winkt einer Person auf einem Balkon.
0,A uniformed man in the Army is training a German Shepherd using an arm guard., Ein Mann in Uniform bringt der  Schäferhund mit einem Schäferhund in den Arm . ,Ein uniformierter Mann von der Armee trainiert einen Deutschen Schäferhund mit einem Armschutz.
0,A kid on skating ramp practicing cool moves., Ein Kind fährt auf einer Rampe und übt  zu . ,Ein Jugendlicher übt coole Moves auf einer Skateboardrampe.
0,Some men appear to be discussing something on a boat or ship., Einige Männer scheinen auf etwas zu essen oder einem Boot zu oder auf einem Schiff zu . ,Einige Männer auf einem Boot oder Schiff scheinen etwas zu besprechen.
0,A man wearing an aviation cap and goggles sits in the road., Ein Mann mit einer Mütze und Schwimmbrille sitzt auf der Straße . ,Ein Mann mit Fliegermütze und Brille sitzt auf der Straße.
0,People are crossing a tree lined street in front of a building., Leute überqueren eine von Bäumen vor einem Gebäude die Straße . ,Menschen überqueren eine baumgesäumte Straße vor einem Gebäude.
0,A man wearing a gray shirt resting his head on a table., Ein Mann in einem grauen Hemd ruht sich auf seinem Kopf aus . ,Ein Mann in einem grauen Hemd hat seinen Kopf auf einen Tisch gelegt.
0,A man in white shirt and dark shorts is working outside., Ein Mann in weißem Hemd und dunklen Shorts arbeitet im Freien . ,Ein Mann mit weißem Hemd und dunklen Shorts arbeitet im Freien.
0,A woman in black pants is looking at her cellphone., Eine Frau in schwarzer Hose schaut auf ihr Handy . ,Eine Frau in schwarzen Hosen blickt auf ihr Handy.
0,A young woman in a pink shirt attempting to rope a calf at the rodeo., Eine junge Frau in einem rosa Oberteil versucht ein Seil bei einem Rodeo ein Kalb zu  . ,"Eine junge Frau in einem pinkfarbenen Shirt versucht bei einem Rodeo, ein Kalb einzufangen."
0,A family is standing outdoors on a cloudy day., Eine Familie steht im Freien an einem bewölkten Tag im Freien . ,Eine Familie steht an einem bewölkten Tag im Freien.
0,A very young child is sitting in the sink with paint on his body and face and is playing with the kitchen faucet., Ein sehr kleines Kind sitzt mit einem Waschbecken und malt mit seinem Gesicht in der Hand und spielt mit der Küche . ,Ein sehr kleines Kind mit Farbe auf Körper und Gesicht sitzt in der Spüle und spielt mit der Küchenarmatur
0,Kids being spun around in a glass spinner., Kinder werden an einem   herum . ,Kinder werden in einem Glaskreisel herumgewirbelt.
0,A man and a woman are holding up signs at a protest., Ein Mann und eine Frau halten an einem Schildern hoch in der Luft . ,Ein Mann und eine Frau halten bei einer Demonstration Schilder hoch.
0,A woman working on her deck on the weekend., Eine Frau arbeitet auf ihren Deck am  . ,Eine Frau arbeitet am Wochenende an ihrer Terrasse.
0,"An elderly man, wearing navy blue, is sitting on a bench along the street.", Ein älterer  in blauer Kleidung sitzt auf einer Bank am Straßenrand . ,Ein älterer Mann in marineblauer Kleidung sitzt auf einer Bank an der Straße.
0,A woman is taking a picture with her camera., Eine Frau macht ein Foto mit ihrer Kamera . ,Eine Frau nimmt mit ihrer Kamera ein Foto auf.
0,An older male in blue jeans and brown coat is resting against an orange building., Ein älterer Mann in blauen Jeans und braunen Mantel lehnt sich an einem orangefarbenen Gebäude . ,Ein älterer Mann in Bluejeans und brauner Jacke lehnt an einem orangen Gebäude.
0,"A man, hand on head, regards a Bank of America advertisement.", Ein Mann mit der Hand der  an der  der Werbung gibt . ,"Ein Mann, der eine Hand an den Kopf gelegt hat, sieht sich eine Werbung der Bank of America an."
0,Two women sitting on a bench at night in front of a store, Zwei Frauen sitzen nachts auf einer Bank vor einem Geschäft . ,Zwei Frauen sitzen nachts auf einer Bank vor einem Geschäft
0,A man in a white shirt is sitting on a crate., Ein Mann in einem weißen Hemd sitzt auf einer  . ,Ein Mann in einem weißen T-Shirt sitzt auf einer Kiste.
0,An older man with tattoos and biker regalia lingers a moment on a city street., Ein älterer Mann mit Tätowierungen und   einen  in einer Stadt auf einer Straße . ,Ein älterer Mann mit Tätowierungen und Biker-Insignien schlendert auf einer Straße in der Stadt herum.
0,A man sits alone fishing along the shoreline., Ein Mann sitzt allein an der Küste entlang . ,Ein Mann sitzt allein beim Fischen an der Küste.
0,"An older man is sitting outside on a bench in front a large banner that says, ""Memoria Justicia Sin Olvido.""", Ein älterer Mann sitzt vor einer großen Bank auf einer Bank vor einem großen „    “ . ,Ein älterer Mann sitzt im Freien vor einem großen Banner mit der Aufschrift „Memoria Justicia Sin Olvido“ auf einer Bank.
0,A man on a bike in a gray jacket carries foliage., Ein Mann auf einem Fahrrad in einer grauen Jacke trägt  von Bäumen . ,Ein Mann in einer grauen Jacke transportiert eine grüne Pflanze auf einem Fahrrad.
0,A boy with glasses wearing a bright yellow shirt is standing in a parking lot., Ein Junge mit Brille in einem leuchtend gelben T-Shirt steht auf einem Parkplatz . ,Ein Junge mit Brille und einem leuchtend gelben T-Shirt steht auf einem Parkplatz.
0,Two men walking down a dirt path., Zwei Männer gehen einen Feldweg entlang . ,Zwei Männer gehen einen unbefestigten Weg entlang.
0,A mother in a blue beret and blue shoes with her two sons., Eine Mutter mit einer blauen Strickmütze und blauen Schuhen mit ihren zwei kleinen von ihren  . ,Eine Mutter mit einer blauen Baskenmütze und blauen Schuhen und ihren zwei Söhnen.
0,Two dogs playing with a blue and green ball., Zwei Hunde spielen mit einem blauen und grünen Ball . ,Zwei Hunde spielen mit einem blau-grünen Ball.
0,"A man wearing a bright, multi-color helmet is sitting on a motorcycle.", Ein Mann in einer leuchtend bunten  sitzt auf einem Motorrad . ,Ein Mann mit einem leuchtend bunten Helm sitzt auf einem Motorrad.
0,A man crouches in front of a yellow wall., Ein Mann hockt vor einer gelben Wand . ,Ein Mann kauert vor einer gelben Mauer.
0,"Looks like a farmers market, a few tables with various items displayed."," Das scheint auf einem Bauernmarkt , einige von verschiedenen Waren im Freien  werden . ","Sieht aus wie ein Bauernmarkt, ein paar Tische mit verschiedenen Warenauslagen."
0,A blond boy in a blue shirt is sitting with a woman wearing glasses., Ein blonder Junge in einem blauen Hemd sitzt mit Brille . ,Ein blonder Junge mit einem blauen T-Shirt sitzt bei einer Frau mit Brille.
0,A man in a sleek white shirt gazes into the woman's eyes while holding on to the back of her black and pink dress.," Ein Mann in einem weißen Hemd blickt  Augen in die Augen , während eine Frau auf dem schwarzen Kleid mit dem schwarzen Kleid hält . ","Ein Mann in einem schnittigen weißen Hemd blickt der Frau in die Augen, während er sie am Rücken ihres schwarz-pinken Kleides hält."
0,People play in a fountain at twilight., Personen spielen in einem Brunnen in der Nähe der Dämmerung . ,Menschen spielen in der Dämmerung in einem Springbrunnen.
0,Four boys posing while one boy sets his drink down., Vier Jungen posieren während eines Jungen seinen Getränk um . ,"Vier Jungen posieren, während ein Junge sein Getränk absetzt."
0,On a busy street a lady carries goods on her head., Eine Frau auf einer belebten Straße trägt eine Dame auf dem Kopf . ,Auf einer belebten Straße trägt eine Dame Waren auf ihrem Kopf.
0,A street performer in an orange jumpsuit rides a tall unicycle as a crowd watches," Ein Straßenkünstler in einem orangefarbenen Overall fährt auf einem hohen Einrad , während eine hohen Menschenmenge zuschaut . ","Ein Straßenkünstler in einem orangen Overall fährt auf einem großen Einrad, während eine Menschenmenge zusieht"
0,A person sitting on chair in front of a crowd., Eine Person sitzt auf einem Stuhl vor einer Menschenmenge . ,Eine Person sitzt vor einer Menschenmenge auf einem Stuhl.
0,A male is waiting for the train to arrive at the platform., Ein Mann wartet auf die U-Bahn auf seinem Zug . ,Ein Mann wartet am Bahnsteig auf den Zug.
0,Three white men in t-shirt jump into the air., Drei weiße Männer in T-Shirt springen in die Luft . ,Drei weiße Männer in T-Shirts springen in die Luft.
0,A singer doing a stage dive into the crowd., Ein Sänger macht auf einem  ins Publikum . ,Ein Sänger beim Stagediving in der Menschenmenge.
0,A scuba diving class taking a picture during class time., Ein Taucher macht im Freien ein Foto während eines  Zeit miteinander . ,Die Teilnehmer eines Gerätetauchkurses machen ein Foto während des Unterrichts.
0,A woman in a striped shirt folds her arms while standing in a grocery store., Eine Frau in gestreiftem Hemd steht  und steht in einem Geschäft und steht in einem Geschäft . ,"Eine Frau in einem gestreiften Shirt verschränkt die Arme, während sie in einem Lebensmittelgeschäft steht."
0,A smashed car with many firefighters cutting into the car., Ein Auto mit vielen Feuerwehrleute schneidet in das Auto . ,"Ein zertrümmertes Auto, das von vielen Feuerwehrmännern zerschnitten wird."
0,Several people wait to checkout inside a store with a warehouse looking ceiling., Mehrere Personen warten in einer Kasse mit einem  in eine Decke . ,Mehrere Menschen warten an der Kasse in einem Geschäft mit einer nach Lagerhalle aussehenden Decke.
0,"2 girls playing volleyball, one striking the ball."," Zwei Mädchen spielen Volleyball , eine schlägt den Ball beim Essen . ","Zwei Mädchen spielen Volleyball, wobei das eine den Ball schlägt."
0,An older man is pouring something out of a bag into the water., Ein älterer Mann gießt etwas aus einer Tasche in das Wasser . ,Ein älterer Mann schüttet etwas aus einer Tüte in das Wasser.
0,Six people are in a gymnasium working on repairing some bicycles., Sechs Leute arbeiten an einer Turnhalle an einigen Fahrrädern . ,Sechs Menschen in einer Turnhalle reparieren ein paar Fahrräder.
0,Two young Asian boys spar with each other., Zwei kleine asiatische Jungen miteinander . ,Zwei kleine asiatische Jungen sparren miteinander.
0,A woman prepares ingredients for a bowl of soup.," Eine Frau bereitet sich darauf vor , eine   zu kochen . ",Eine Frau bereitet die Zutaten für einen Suppentopf vor.
0,Two men wearing shorts are working on a blue bike., Zwei Männer in Shorts arbeiten auf einem blauen Fahrrad . ,Zwei Männer in Shorts arbeiten an einem blauen Fahrrad.
0,A man and woman taking a nap on a makeshift rip., Ein Mann und eine Frau machen ein Nickerchen auf einem   . ,Ein Mann und eine Frau machen ein Nickerchen auf einem behelfsmäßigen Boot.
0,There is a man wrapped in a blanket of some sort sliding down a hill that is covered in snow.," Ein Mann ist eine Decke in eine Decke gewickelt , eine Art von einem Hügel hinunter rutscht , in den Schnee zu sehen ist . ","Da ist ein Mann, der in irgendeine Decke gewickelt ist und einen schneebedeckten Hügel herunterrutscht."
0,A man and woman enjoying dinner at a party., Ein Mann und eine Frau genießen auf einer Party . ,Ein Mann und eine Frau genießen ein Abendessen bei einer Feier.
0,A national guard soldier leading a group of other national guard soldiers singing the national anthem.," Ein  Soldat führt eine Gruppe von Soldaten einen Soldaten , der die     singt . ","Ein Soldat der Nationalgarde führt eine Gruppe anderer Nationalgardisten an, die die Nationalhymne singen."
0,Two youths walk down an inclined street., Zwei junge Leute gehen eine Straße entlang . ,Zwei Jugendliche gehen eine abschüssige Straße hinunter.
0,"A woman in a restaurant is drinking out of a coconut, using a straw.", Eine Frau in einem Restaurant trinkt eine  mit einem  . ,Eine Frau in einem Restaurant trinkt mit einem Strohhalm aus einer Kokosnuss.
0,A woman wearing a blue uniform stands and looks down., Eine Frau in blauem Uniform steht und schaut hinunter . ,Eine Frau in einer blauen Uniform steht da und blickt nach unten.
0,One man in shorts is talking to another man in blue jeans in front of a sink., Ein Mann in Shorts spricht mit einem anderen Mann in einer blauen Jeans vor einem Waschbecken . ,Ein Mann in Shorts redet vor einer Spüle mit einem anderen Mann in Bluejeans.
0,A man feeding a baby in a highchair., Ein Mann füttert ein Baby in einem  . ,Ein Mann füttert ein Baby in einem Hochstuhl.
0,A young helmeted biker in blue takes to the air while going over small hills.," Ein junger Mann mit Helm Helm macht sich die Luft , während er über den kleinen Hügel macht . ","Ein junger, behelmter Fahrradfahrer in Blau wird bei der Fahrt über kleine Hügel in die Luft getragen."
0,A little baby in a pink hat lying naked and sleeping., Ein kleines Baby mit einem rosafarbenen Hut liegt auf dem Boden und schläft . ,Ein kleines Baby mit einer rosafarbenen Mütze liegt nackt da und schläft.
0,Two children on their stomachs lay on the ground under a pipe., Zwei Kinder liegen auf dem Boden und liegen auf dem Boden unter einer  . ,Zwei Kinder liegen bäuchlings auf dem Boden unter einer Rohrleitung.
0,Two people are talking near a red phone booth while construction workers rest nearby.," Zwei Personen unterhalten sich neben einem roten Telefon , während in der Nähe in der Nähe  sich Nähe stehen .","Zwei Menschen unterhalten sich bei einer roten Telefonzelle, während in der Nähe Bauarbeiter eine Pause machen."
0,A native woman is working on a craft project., Eine  arbeitet an einem Projekt . ,Eine einheimische Frau arbeitet an einer Handarbeit.
0,Children chasing the ball in a soccer game., Kinder jagen einem Ball im Fußballspiel . ,Kinder jagen bei einem Fußballspiel dem Ball hinterher.
0,Two children jumping on a screened in blue and black trampoline while outside surrounded by trees., Zwei Kinder springen auf einem   Trampolin in die  blauen und Bäumen umgeben . ,"Zwei Kinder springen auf einem abgeschirmten blau-schwarzen Trampolin, das von Bäumen umgeben ist."
0,Two dogs run in a field looking at an unseen Frisbee., Zwei Hunde laufen in einem Feld und schauen eine nicht nicht Frisbee zu . ,Zwei Hunde rennen über ein Feld und blicken dabei auf eine unsichtbare Frisbeescheibe.
0,A drummer and guitar player play a show in a dark area., Ein Schlagzeuger und Gitarre spielen in einer dunklen Gegend . ,Ein Schlagzeuger und ein Gitarrist treten in einem dunklen Bereich auf.
0,A trio of people are hiking throughout a heavily snowed path., Drei  in  führen einen unbefestigten Weg aus . ,Drei Menschen wandern auf einem stark verschneiten Weg.
0,A group of people are near a small river in the middle of a city., Eine Gruppe von Menschen in der Nähe eines kleinen Fluss in der Mitte eines Stadt . ,Eine Gruppe von Menschen an einem kleinen Fluss inmitten einer Stadt.
0,A woman peeks into a telescope in the woods., Eine Frau guckt in ein Teleskop den Wald an . ,Eine Frau späht durch ein Fernrohr im Wald.
0,"A little blond girl with a polka dot shirt is giving a stuffed animal a ""bath"" in a sink.", Ein kleines blondes Mädchen in einem geblümten Oberteil gibt ein Tier mit einem Waschbecken in einem Waschbecken ein Waschbecken . ,Ein kleines blondes Mädchen in einem gepunkteten T-Shirt badet ein Stofftier in einer Spüle.
0,A shaggy young male with a nose ring brushes his teeth., Ein  Mann mit einem Ring putzt sich die Zähne . ,Ein zotteliger junger Mann mit einem Nasenring putzt sich die Zähne.
0,"A snow skier flies through the air, while other skiers going up the tow rope look on."," Ein Skifahrer fliegt durch die Luft , während der andere  durch , während er auf einem Seil zuschauen . ","Ein Skifahrer fliegt durch die Luft, während ihm andere Skifahrer, die mit dem Schlepplift fahren, dabei zusehen."
0,Three girls are horseback riding with the focus on the youngest girl., Drei Mädchen reiten auf dem  Pferd und reitet auf dem  Mädchen . ,"Drei Mädchen reiten auf Pferden, wobei sich das jüngste Mädchen im Fokus befindet."
0,Heavyset woman blowing her hair with a hair dryer smiling all happy, Eine Frau bläst Haaren und die Haare mit einem  Haar lächelt . ,Eine korpulente Frau trocknet ihr Haar mit einem Föhn und lächelt dabei glücklich
0,A chef working in a kitchen using a knife., Ein Koch arbeitet in einer Küche mit einem Messer . ,Ein Koch arbeitet in einer Küche mit einem Messer.
0,A man moving flowers while a woman makes a gesture at him., Ein Mann fährt eine Blumen und eine Frau macht eine  . ,"Ein Mann schiebt Blumen, während eine Frau eine Geste in seine Richtung macht."
0,A woman singing into a microphone while a man plays drums in the background.," Eine Frau singt in ein Mikrofon , während ein Mann im Hintergrund spielt Schlagzeug spielt . ","Eine Frau singt in ein Mikrofon, während ein Mann im Hintergrund Schlagzeug spielt."
0,The man wearing the cap is handing a freshly caught fish to the boy in the purple hat., Der Mann mit Mütze gibt einem frisch  Fisch vor einem lila Trikot den Ball . ,Der Mann mit der Kappe gibt dem Jungen mit dem lilafarbenen Hut einen frisch gefangenen Fisch.
0,A worker clinging to a tree.," Ein Arbeiter , der einen Baum um . ",Ein Arbeiter klammert sich an einen Baum.
0,"Several people standing around a bowl, in which one man is manipulating a brown object."," Mehrere Menschen stehen in einer Schüssel , der einen Mann in einem braunen , der einen braunen Gegenstand steht . ","Mehrere Menschen stehen um einen Behälter, in dem ein Mann einen braunen Gegenstand bearbeitet."
0,A rollerblading monk with some nice sunglasses prays before doing some sick tricks., Ein Rollerblades fährt mit einem schönen  Sonnenbrille vor einigen  Kunststücke und macht Kunststücke . ,"Ein Rollschuh fahrender Mönch mit einer schönen Sonnenbrille betet, bevor er ein paar coole Kunststücke macht."
0,"A woman wearing sunglasses and a blue shirt, selling sea shells, looks at an older man wearing a black shirt and a cap.", Eine Frau mit Sonnenbrille und blauem Hemd verkauft ein Meer und verkauft ein älterer Mann mit einer älteren Frau in einem älteren Mann . ,"Eine Frau mit Sonnenbrille und einem blauen T-Shirt, die Muscheln verkauft, sieht einen älteren Mann mit einem schwarzen T-Shirt und einer Mütze an."
0,An old man sweeps the floor as a lady walks away from the camera.," Ein alter Mann kehrt den Boden , während eine Frau von der Kamera  . ","Ein alter Mann wischt den Boden, während sich eine Dame von der Kamera entfernt."
0,A man with dreadlocks is playing with the hair of a woman who is sitting on a chair on a cobblestone street.," Ein Mann mit Dreadlocks spielt mit einer Frau auf einem Stuhl , die auf einer gepflasterten Straße sitzt . ","Ein Mann mit Rastalocken spielt mit dem Haar einer Frau, die in einer kopfsteingepflasterten Straße auf einem Stuhl sitzt."
0,A man is working at a construction site., Ein Mann arbeitet auf einer Baustelle . ,Ein Mann arbeitet auf einer Baustelle.
0,"A man is in the middle of hitting a red, white and blue volleyball.", Ein Mann befindet sich mitten beim  aus einem rot-weißen Volleyball . ,Ein Mann schlägt gerade einen rot-weiß-blauen Volleyball.
0,"A man stands in a mobile food stand, looking out the half-door."," Ein Mann steht mit oben auf einer Stadt , mit Essen und der Tür  . ",Ein Mann steht in einem mobilen Essensstand und blickt über die halbhohe Tür.
0,A baseball player with a red helmet and white pants is tagged by the catcher while running to home base.," Ein Baseballspieler mit einem roten Helm und weißer Hose macht einen  Baseball an , während der Base  zu rennen . ","Ein Baseballspieler mit einem roten Helm und weißen Hosen wird vom Fänger mit dem Baseball berührt, während er zur Homebase läuft."
0,A man in an orange robe sweeping outside., Ein Mann in einer orangefarbenen Robe kehrt im Freien . ,Ein Mann in einem orangen Gewand fegt im Freien.
0,Man wearing an purple shirt working in a biology lab., Ein Mann in einem lila Hemd arbeitet in einem Labor . ,Mann in einem violetten T-Shirt arbeitet in einem Biologielabor.
0,A man is leading two small ponies on a walk at a park., Ein Mann führt zwei kleine Kinder durch einen kleinen Park an einem Park spazieren . ,Ein Mann führt zwei kleine Esel in einem Park spazieren.
0,"2 females, 1 from germany and 1 from China, compete in a wrestling match on a mat."," Zwei Frauen , eine sich ein   , treten bei einem Wettkampf auf , auf einer Matte vor . ","Zwei Frauen, eine aus Deutschland und eine aus China, treten bei einem Ringkampf auf einer Matte gegeneinander an."
0,A man and woman sleeping on a bench., Ein Mann und eine Frau schlafen auf einer Bank . ,Ein Mann und eine Frau schlafen auf einer Bank.
0,A man and a woman are sitting on the floor in front of luggage., Ein Mann und eine Frau sitzen auf dem Boden vor ihrem Gepäck . ,Ein Mann und eine Frau sitzen vor Gepäck auf dem Boden.
0,A rickshaw operator waiting for his next costumer., Eine   wartet neben seinem  ,Ein Rikschabetreiber wartet auf seinen nächsten Kunden.
0,Two girls are seated at a table and working on craft projects., Zwei Mädchen sitzen an einem Tisch und arbeiten auf  . ,Zwei Mädchen sitzen an einem Tisch und arbeiten an kunsthandwerklichen Projekten.
0,A man runs through the snow with the aid of snowshoes., Ein Mann läuft durch den Schnee einer  . ,Ein Mann rennt mithilfe von Schneeschuhen durch den Schnee.
0,A dancer in a red suit is jumping in the air., Ein Tänzer in einem roten Anzug springt in die Luft . ,Ein Tänzer in einem roten Anzug springt in die Luft.
0,A man is parked while inside of a sanitation truck., Ein Mann parkt in einem Lastwagen . ,Ein Mann sitzt in einem parkenden Entsorgungsfahrzeug.
0,A bearded man in a heavy jacket sits in a corner with a paper cup., Ein bärtiger Mann in einer großen Jacke sitzt an einer Straßenecke mit einer  . ,Ein bärtiger Mann in einer dicken Jacke sitzt mit einem Pappbecher in einer Ecke.
0,"Male on a skateboard, using an empty pool as a ramp on a very pretty day."," Ein Mann fährt mit einem Skateboard an einem leeren Pool , während eine sehr schönen Tag auf einem sehr schönen Tag einen sehr schönen",Mann auf einem Skateboard nutzt an einem sehr schönen Tag einen leeren Pool als Rampe.
0,A man with a large hat in the bushes., Ein Mann mit einem großen Hut in Büschen . ,Ein Mann mit einem großen Hut im Gebüsch.
0,"A closeup of a child's face eating a blue, heart shaped lollipop."," Nahaufnahme eines Kindes , das Gesicht eines blauen  isst . ","Die Nahaufnahme des Gesichts eines Kindes, das einen blauen, herzförmigen Lutscher isst."
0,A man and woman are working on replacing a bike tire tube., Ein Mann und eine Frau arbeiten an einem  in einer Reifen . ,Ein Mann und eine Frau tauschen einen Fahrradschlauch aus.
0,A young boy shows his brown and green bead necklace., Ein kleiner Junge zeigt seine braune und grüner  auf dem Boden . ,Ein kleiner Junge zeigt seine braun-grüne Perlenhalskette.
0,A man in a gray T-shirt works the bellows to start a fire on a brick oven inside a wooden shed.," Ein Mann in einem grauen T-Shirt arbeitet an dem  , um einen  zu verkaufen  und  in einem  . ","Ein Mann in einem grauen T-Shirt betätigt den Blasebalg, um ein Feuer im Ziegelofen einer Holzhütte in Gang zu bringen."
0,A woman standing in front of trees and smiling., Eine Frau steht vor Bäumen und lächelt . ,Eine Frau steht vor Bäumen und lächelt.
0,Someone in Asian costume is sitting down and holding a sword., Jemand in einem asiatischen Kostüm sitzt und hält ein Schwert . ,Jemand in einem asiatischen Kostüm sitzt da und hält dabei ein Schwert.
0,A young football player is setting up for a field goal., Ein junger Football-Spieler stellt ein Tor auf ein Tor hoch . ,Ein junger Footballspieler bringt sich für ein Fieldgoal in Stellung.
0,A guy in a bright green hoodie is crossing a crosswalk while looking at an accident between some cars and a bike., Ein Mann in einem leuchtend grünen Kapuzenpulli überquert eine Straße und überquert einen Fußgängerüberweg an und zwischen zwei Autos und Autos . ,"Ein Typ mit einer leuchtend grünen Kapuzenjacke überquert einen Fußgängerüberweg, während er zu einem Unfall zwischen ein paar Autos und einem Fahrrad blickt."
0,A young man gets ready to kick a soccer ball.," Ein junger Mann bereitet sich darauf vor , einen Fußball zu schlagen . ","Ein junger Mann macht sich bereit, einen Fußball zu schießen."
0,A competitive runner taking her first sprint in a competition., Ein  nimmt ihre Wettkampf bei einem Wettkampf den Wettkampf vor . ,Eine Läuferin unternimmt ihren ersten Sprint in einem Wettkampf.
0,"Two men, one in blue and one in red, compete in a boxing match."," Zwei Männer , einer in blau und einer in einem roten kämpfen gegeneinander . ","Zwei Männer, einer in Blau und der andere in Rot, treten in einem Boxkampf gegeneinander an."
0,A group of friends lay sprawled out on the floor enjoying their time together., Eine Gruppe von Freunden liegt auf dem Boden und genießt ihre Zeit zusammen . ,Eine Gruppe von Freunden liegt ausgestreckt auf dem Boden und genießt die gemeinsame Zeit.
0,A standing man holds a microphone in front of a man holding a guitar., Ein Mann hält ein Mikrofon vor einem Mikrofon und hält eine Gitarre . ,Ein stehender Mann hält ein Mikrofon vor einem Mann mit einer Gitarre.
0,Roller derby girl skating with others., Ein Roller beim  mit anderen Mädchen . ,Roller-Derby-Spielerin fährt mit anderen Rollschuh.
0,A woman getting a bag of ice at a store., Eine Frau bereitet sich eine Tasche vor einem Geschäft zu . ,Eine Frau holt sich eine Tüte Eis bei einem Laden.
0,Two motorcyclists racing neck and neck around a corner., Zwei Motorradfahrer fahren um den Hals und um ein Ecke herum . ,Zwei Motorradfahrer brausen Kopf an Kopf um eine Kurve.
0,One man standing alone on a sidewalk adjusting his hat., Ein Mann steht alleine an einem Gehweg und stellt seine Mütze ein . ,Ein Mann steht allein auf einem Gehweg und rückt seine Mütze zurecht.
0,A man with a disability who doesn't have legs is walking with another man who is entered into a marathon.," Ein Mann mit einem  wird von einem anderen Mann mit  Mannes , der in einem Marathon sitzt . ","Ein Mann mit einer Behinderung, der keine Beine hat, geht neben einem anderen Mann, der zu einem Marathon angemeldet ist."
0,Multiple bodies collide in a soccer match., Mehrere Fußballspieler kämpfen in einem Fußballspiel um . ,Mehrere Körper prallen bei einem Fußballspiel aufeinander.
0,"Two people, one dressed as a nun and the other in a roger smith t-shirt, running in a foot race past onlookers in a wooded area."," Zwei Menschen , eine als ob sie eine  und andere in einem  , laufen auf einem Weg in einem Fuß durch ein Feld in einem Rennen . ","Zwei Menschen, von denen der eine wie eine Nonne gekleidet ist und der andere ein Roger-Smith-T-Shirt trägt, rennen bei einem Wettlauf in einem bewaldeten Gebiet an Zuschauern vorbei."
0,Three men on horses during a race., Drei Männer auf Pferden bei einem Rennen . ,Drei Männer auf Pferden während eines Rennens.
0,A dark-skinned man in white shirts and a black sleeveless shirt flips his skateboard on a cement surface surrounded by tall buildings and palm trees.," Ein dunkelhäutiger Mann in weißen Hemden und schwarzen Oberteil macht mit seinem Skateboard eine  ,  hohen ,  auf seinem hohen Gebäuden auf einer hohen Gebäuden . ","Ein dunkelhäutiger Mann in weißen Shorts und einem ärmellosen schwarzen Shirt macht mit seinem Skateboard einen Flip auf einer Betonfläche, die von großen Gebäuden und Palmen umgeben ist."
0,"One man, wearing a hooded sweatshirt, sitting at a fountain watching the people of the city."," Ein Mann mit einem Kapuzenpulli , der sich an einer Brunnen sitzt und beobachtet die Stadt . ",Ein Mann mit einem Kapuzenshirt sitzt an einem Springbrunnen und beobachtet die Menschen der Stadt.
0,Swimmers stand on various levels of a large diving board complex in a room with figures from mythology painted on the wall.," Schwimmer stehen in verschiedenen  in einem  bei einer  in einem Raum mit  die Luft , um die Wand aus dem Gesicht zu sehen ist .","Schwimmer stehen auf den verschiedenen Stufen eines großen Sprungturms in einem Raum, dessen Wände mit Figuren aus der Mythologie bemalt sind."
0,A young indian boy sitting down thinking about his future., Ein kleiner Junge sitzt im Teenageralter und lässt sein über seine  nach vorn gehen . ,Ein kleiner indischer Junge sitzt da und denkt über seine Zukunft nach.
0,A boy in a hoodie is throwing an object into a dirty swimming pool., Ein Junge in einem Kapuzenpulli wirft einen Gegenstand in ein  Schwimmbecken . ,Ein Junge in einer Kapuzenjacke wirft einen Gegenstand in einen schmutzigen Swimmingpool.
0,Colorful costumed men in a performance.,   Männer in einer  . ,Bunt kostümierte Männer bei einer Aufführung.
0,Two boxers are ready for their fight as the crowd watches with anticipation.," Zwei Boxer bereiten sich für eine Menschenmenge vor , das  zu sehen . ","Zwei Boxer sind bereit zum Kampf, während die Menschenmenge erwartungsvoll zusieht."
0,Children are playing a sport on a field., Kinder spielen auf einem Feld . ,Kinder treiben Sport auf einem Sportplatz.
0,A female performer sings and plays the guitar in front of a microphone., Eine weibliche Straßenkünstler singt und spielt vor einem Mikrofon . ,Eine Künstlerin singt und spielt Gitarre vor einem Mikrofon.
0,Boy's are competing in martial arts., Ein Junge nimmt an einem  teil . ,Jungen treten in einer Kampfsportart gegeneinander an.
0,A group of black people performing in orange shirts in front of a fenced off park., Eine Gruppe von schwarzen Menschen macht in orangefarbenen Hemden vor einem  Park . ,Eine Gruppe von Schwarzen in orangen T-Shirts tritt vor einem eingezäunten Park auf.
0,Schoolgirls in uniforms march in a parade while playing flute-like instruments., Ein Uniformen in Uniform geht bei einer Parade und spielt Flöte . ,Schulmädchen in Uniformen marschieren in einer Parade und spielen dabei flötenartige Instrumente.
0,A man stuffs a fowl from ingredients in a blue bowl.," Ein Mann gibt  in einer blauen Schüssel , die in einer blauen Schüssel isst . ",Ein Mann füllt ein Huhn mit Zutaten aus einer blauen Schüssel.
